Anul,Titlu,Aspect_Detectat,Sentiment_Stele
1924,Veconomiecne en Financieele Mededeelingen.,FINANCIAR,4
1912,BEURS EN NIJVERHEID.,FINANCIAR,5
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1928,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1920,Volkenbond.,FINANCIAR,5
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,Vergaderingen op 20 April.,TEHNOLOGIE,5
1912,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1929,FINANCIEELE RUBRIEK BINNENLAND.,FINANCIAR,4
1927,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. VERGADERINGEN OP HEDEN.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1912,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1921,FINANCIEN EN ECONOMIE. UITLOTINGEN.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN. RECTIFICATIE.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. LOTEN STAD LUIK VAN 1860.,FINANCIAR,4
1929,TELEGRAMMEN.,TEHNOLOGIE,5
1928,Oeconomische en Financieele Mededeeiingen.,FINANCIAR,4
1907,Nederlandsch-Indië.,FINANCIAR,5
1928,Société Royale Néerlandaise,FINANCIAR,5
1925,BUITENLAND.,FINANCIAR,3
1921,De „Koninklijke.,FINANCIAR,5
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1929,Gemengd Nieuws,FINANCIAR,4
1912,PROVINCIALE STATEN.,FINANCIAR,5
1929,BUITENLANL,FINANCIAR,3
1928,BUITENLAND,FINANCIAR,3
1927,BUITENLAND,FINANCIAR,3
1929,BUITENLAND,FINANCIAR,3
1932,BUITENLAND,FINANCIAR,3
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1927,BUITENLAND,FINANCIAR,3
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1918,DE OORLOG,TEHNOLOGIE,5
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1925,Gemengd Nieuws,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1925,Financieel Nieuws,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1929,Gemengd Nieuws,FINANCIAR,4
1921,FINANCIEELE BERICHTEN.,FINANCIAR,4
1909,FINANCIEELE BERICHTEN.,FINANCIAR,4
1908,FINANCIEELE BERICHTEN.,FINANCIAR,4
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1912,FINANCIEELE BERICHTEN.,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1919,FINANCIEELE BERICHTEN.,FINANCIAR,4
1921,FINANCIEELE BERICHTEN.,FINANCIAR,4
1920,Zierde Blad. Jubileuw van de Koninklijk».,TEHNOLOGIE,5
1923,FINANCIEEL NIEUWS.,FINANCIAR,4
1921,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1922,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1799,FRANSCHE REPUBLIEK.,FINANCIAR,5
1921,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1955,DERTIG JAREN WEGRACES OVER DRENTSE HEI UITEEN ONDERONSJE BIJ ROLDE GROEIDE ZILVEREN T.T. Veiligheid van het circuit was steeds het streven,TEHNOLOGIE,5
1930,GEMENGD NIEUWS.,GREVA,4
1925,FINANCIEELE BERICHTEN.,FINANCIAR,4
1914,REUTER- EN PARTIC. TELEGRAMMEN.,TEHNOLOGIE,5
1927,"Telegrammen. Le „Columbia"" te Berlijn geland Overweldigende geestdrift. Chamberlin telefoneert te Berlijn met zijn moeder in New-York.",TEHNOLOGIE,5
1925,Gemengde Berichten.,TEHNOLOGIE,4
1912,Binnenlandsch Nieuws.,FINANCIAR,4
1927,BUITENLAND,FINANCIAR,3
1927,Stadsnieuws.,FINANCIAR,5
1913,Financieel en Economisch Nieuws.,FINANCIAR,4
1912,Financieel ei Economisch Nieuws,FINANCIAR,3
1912,Gemengd nieuws.,FINANCIAR,4
1955,DERTIG JAREN WEGRACES OVER DRENTSE HEI UIT EEN ONDERONSJE BIJ ROLDE GROEIDE ZILVEREN T.T,FINANCIAR,5
1930,BUITENLAND.,FINANCIAR,3
1929,NEDERL.-INDIE.,TEHNOLOGIE,2
1913,BUITENLAND.,FINANCIAR,3
1929,Buitenlandsch Nieuws DE SCHADEVERGOEDING De onderhandelingen te Parijs Verklaringen van Dr. Stresemann,ACCIDENT,1
1927,REISBRIEVEN UIT ROEMENIE door Dr. F. J. SOESMAN,FINANCIAR,4
1922,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1916,BUITENLAND.,FINANCIAR,3
1925,FINANCIEELE BERICHTEN.,FINANCIAR,4
1932,NED. BOUWTENTOONSTELLING.,TEHNOLOGIE,3
1925,FINANCIEELE BERICHTEN. Sluiting Effectenbeurs,FINANCIAR,3
1933,"GEFINGEERDE KASTEELINBRAAK IN TOTAAL 9 PERSONEN GEARRESTEERD Inbrekers, in dienst van den kasteeleigenaar, leggen een volledige bekentenis af De rol van den detective Tusschenpersoon, die met de dieven en de verzekeringsmijen onderhandelde",GREVA,1
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1743,Advertentie,FINANCIAR,4
1910,Laatste berichten. FINANTIEELE MEDEDEELINGEN.,FINANCIAR,5
1910,Financiëele en Oeconomische mededeelingen. De Bagdad-spoorwegleenting te Berlijn.,FINANCIAR,4
1924,BEURSOVERZICHT. OPENING EN VERLOOP TOT Ca. 1.45.,FINANCIAR,4
1928,FINANCIËN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1930,EERSTE BLAD Dit nummer bestaat uit 8 bladzijden BUITENLAND KOOP HEDEN — BETAAL IN HET HIERNAMAALS.,FINANCIAR,1
1914,"KUNST en WETENSCHAP. Conference over Dante's „Divina Commedia"" door den heer S. San Giorgi.",ACCIDENT,5
1931,BUITENLAND. Engeland en buitenland.,FINANCIAR,5
1930,EERSTE BLAD Dit nummer bestaat uit 26 bladzijden met inbegrip van het Geïllustreerd bijblad BUITENLAND WLADIMIR MAJAKOWSKY.,FINANCIAR,1
1930,EERSTE BLAD Dit nummer bestaat uit 12 bladzijden BUITENLAND ORIGINEEL — SENTIMENTEEL — ONTOEREKENBAAR.,FINANCIAR,1
1943,GERECHTELIJKE AANKONDIGINGEN NAAMSVERANDERINGEN,TEHNOLOGIE,4
1921,Handel en Industrie ONTSTAAN EN BETEEKENIS DER KONINKLIJKE PETROLEUM MAATSCHAPIJ.,FINANCIAR,5
1928,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1929,NEDERLAND. KONINKLIJKE BESLUITEN,FINANCIAR,5
1926,FINANCIËN EN ECONOMIE BINNENLAND.,FINANCIAR,4
1920,FINANCIEELE MEDEDEELINGEN PRIJZEN VOOR SPECIëN.,FINANCIAR,4
1925,GEMENGD NIEUWS. DE STORMRAMP VAN 10 AUGUSTUS,GREVA,4
1929,BUITENLAND. ROEMEENSCHE FETROLEUM-INDUSTRIE,TEHNOLOGIE,3
1890,Buitenland.,FINANCIAR,3
1929,EERSTE BLAD Dit nummer bestaat uit 8 bladzijden BUITENLAND MILITAIRE OPSTAND IN SPANJE.,FINANCIAR,1
1929,EERSTE BLAD Dit nummer bestaat uit 8 bladzijden BUITENLAND FRANKRIJK EN DE VERKIEZINGEN IN ENGELAND.,FINANCIAR,1
1929,EERSTE BLAD Dit nummer bestaat uit 10 bladzijden BUITENLAND ES WIRD AM RHEIN WIEDER SCHÖN!,FINANCIAR,5
1929,Eigen Draadlooze Dienst VRACHTAUTO OMGESLAGEN — ERNSTIGE PETROLEUMBRAND. — EEN HOLLANDSCH SCHIP GEZONKEN- — DE COMMISSIE VAN DESKUNDIGEN. — HET KELLOGGPACT. — DE NIEUWE VLOOTCONFERENTIE. — DE TOESTAND VAN DEN KONING.,ACCIDENT,1
1931,TELEGRAMMEN,TEHNOLOGIE,5
1917,UIT HET BUITENLAND De Europeesche Oorlog.,FINANCIAR,5
1916,Aan het Roemeensche front. Russisch communiqué.,FINANCIAR,4
1923,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1910,Financiëele en Oeconomische mededeelingen Anatolische spoorwegen.,FINANCIAR,4
1917,FINANCIEELE MEDEDEELINGEN. U. S. STEEL.,FINANCIAR,4
1922,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. TURKSCHE SPOORWEGLOTEN,ACCIDENT,4
1931,TELEGRAMMEN. TEGENPRESTATIES VAN DUITSCHLAND.,FINANCIAR,1
1916,De vredespogingen. Een vredesnota van Zweden.,FINANCIAR,5
2000,TOPTEAMS VANHET PROFPELOTON,GREVA,5
2003,DAGSCHAAK SCHAKEN,GREVA,5
2001,Topploegen van het profpeloton,TEHNOLOGIE,5
1983,"ZWART, ZWART EN DAN NOG IETS VAN GRIJS FRANSE MODE IS GOED VOOR DE EXPORT",FINANCIAR,3
1909,BEURS EN NIJVERHEID.,FINANCIAR,5
1930,HET BONT TOONEEL DER WERELD PRAATJES EN PLAATJES,FINANCIAR,5
1930,FINANCIËN BESOEKI TABAK MIJ,FINANCIAR,3
1989,SCOREBORD Buitenlands voetbal,GREVA,3
1932,DE BETEEKENIS VAN DE PETROLEUM,FINANCIAR,5
1929,Dit nummer bestaat uit 12 bladzijden. 1e BLAD Buitenland. ALGEMEEN OVERZICHT.,FINANCIAR,3
1929,TELEGRAMMEN. DE ONTWAPENINGSKWESTIE.,TEHNOLOGIE,4
1931,Telegrammen. DE CONFERENTIE VAN DESKUNDIGEN.,GREVA,4
1931,HET BEZOEK DER FRANSCHE MINISTERS TE BERLIJN.,FINANCIAR,4
1929,BUITENLAND. FRANKRIJK EN DE ELZAS.,FINANCIAR,3
1929,Dit nummer bestaat uit 12 bladzijden. 1e BLAD Buitenland. ALGEMEEN OVERZICHT.,FINANCIAR,3
1925,Buitenland.,FINANCIAR,3
1929,Dit nummer bestaat uit 12 bladzijden. 1e BLAD Buitenland. ALGEMEEN OVERZICHT.,FINANCIAR,3
1929,BUITENLAND. DE VOLKENBOND.,FINANCIAR,5
1914,Telegrammen van heden.,TEHNOLOGIE,5
1930,Telegrammen. HET EUROPEESCHE STATENPLAN VAN BRIAND.,FINANCIAR,4
1927,EERSTE BLAD. Dit nummer bestaat uit 8 bladzijden Buitenland HET NIEUWE BALKAN-CONFLICT.,GREVA,1
1932,"GEMENGDE BERICHTEN. BRUTALE INBRAAK IN KASTEEL NIJENRODE TE BREUKELEN. Zeven schilderijen, 50 miniaturen en een aantal gouden en zilveren voorwerpen gestolen.",ACCIDENT,1
1930,Buitenland. DE BEWEGING IN INDIë. De aanval op het zoutdepôt te Wadala.,FINANCIAR,3
1929,GEMENGD NIEUWS DE MOORD TE GROOTEGAST. De moeder van Wijkstra overleden.,GREVA,3
1929,Gemengde Berichten. HET DRAMA TE RUCPHEN. De juiste toedracht van het gebeurde staat nog niet vast.,ACCIDENT,2
1912,Algemeen Nieuws.,GREVA,5
1923,Uit West-Friesland.,FINANCIAR,5
1930,"Gemengd Nieuws,",FINANCIAR,4
1930,Uit West-Friesiand,FINANCIAR,4
1925,BUITENLAND. OVERZICHT.,FINANCIAR,4
1930,TELEGRAMMEN Eerste Kamer.,TEHNOLOGIE,5
1930,TELEGRAMMEN Eerste Kamer.,TEHNOLOGIE,5
1913,Dit nommer bestaat uit drie bladen BUITENLAND. Algemeen Overzicht.,FINANCIAR,4
1929,BUITENLAND. VöGLER'S AFTREDEN,GREVA,1
1916,BUITENLAND. Algemeen Overzicht.,FINANCIAR,4
1929,VAN HET WERELDTOONEEL. SENATOR WALSH NOEMT UITBREIDING VAN DE VLOOT DER VEREENIGDE STATEN EEN VOORBEREIDING TOT OORLOG —EEN KONINKLIJKE COMMISSIE BENOEMD VOOR HET ONDERZOEK NAAR DEN INDUSTRIEELEN TOESTAND IN VOOR-INDIE.,TEHNOLOGIE,4
1930,BUITENLAND.,FINANCIAR,3
1929,"BUITENLAND,",TEHNOLOGIE,3
1920,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1920,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1922,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1908,Internationale Roemeensche Petroleummaatschappij.,FINANCIAR,5
1924,FINANCIEEL NIEUWS,FINANCIAR,4
1899,Wreede reis.,TEHNOLOGIE,5
1930,GEMENGDE BERICHTEN.,FINANCIAR,4
1929,GEMENGDE BERICHTEN.,FINANCIAR,4
1929,GEMENGDE BERICHTEN.,FINANCIAR,4
1927,GEMENGDE BERICHTEN.,FINANCIAR,4
1890,BUITENLAND.,FINANCIAR,3
1919,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1909,Gemengde berichten.,FINANCIAR,4
1905,KOERSEN VAN MIJN- EN PETROLEUMAANDEELEN,TEHNOLOGIE,5
1924,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1928,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1709,NEDERLANDEN.,FINANCIAR,5
1928,FINANCIEN EN HANDEL. De Koninklijke.,FINANCIAR,5
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1913,Financieel Overzicht,FINANCIAR,4
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1920,DE HANDELSBEWEGING.,FINANCIAR,5
1917,Cultures en Handel,FINANCIAR,4
1930,ECONOMIE EN FINANCIEN BINNENLAND,FINANCIAR,4
1913,Finantieël Weekoverzicht.,FINANCIAR,5
1916,TELEGRAMMEN.,TEHNOLOGIE,5
1913,Economische mededeelingen.,FINANCIAR,4
1917,Verspreids Berichten.,ACCIDENT,4
1914,Economische mededeelingen,FINANCIAR,4
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1928,Oeconomische en Finacieele Mededeelingen.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1927,FINANCIËN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1929,FINANCIEELE RUBRIEK BELEGGINGSKRONIEK.,FINANCIAR,4
1924,FINANCIEN EN ECONOMIE DE INDISCHE TARIEFWET,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1927,FINANCIËN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1928,FINANCIËN EN ECONOMIE. VERKORTE BALANS DER NEDERLANDSCHE BANK,FINANCIAR,5
1929,FINANCIEELE RUBRIEK BINNENLAND.,FINANCIAR,4
1931,"Dit nummer bestaat uit ZEVEN bladen het Zondagsblad „Kikeriki"" en No. 24 van de „Nieuwste Mode"". EERSTE BLAD. BUITENLAND.",TEHNOLOGIE,1
1911,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1922,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1921,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1910,Financiëele en Oeconomische mededeelingen Faillissementen.,ACCIDENT,1
1923,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1910,Oeconomische en Finacieele Mededeelingen.,FINANCIAR,4
1929,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1928,Oecomische en Financieele Mededeelingen.,FINANCIAR,4
1912,Financieel Nieuws.,FINANCIAR,4
1926,Société Poyale Néerlandaise,FINANCIAR,5
1890,Engelsche Mail,FINANCIAR,3
1932,Gemengd Nieuws,FINANCIAR,4
1929,Gemengd Nieuws,FINANCIAR,4
1928,TELEGRAMMEN,TEHNOLOGIE,5
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1932,BINNENLAND,FINANCIAR,3
1929,Brutale roofoverval te Dinther,FINANCIAR,1
1922,De bomaanslag op het Frankenslag.,FINANCIAR,1
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1917,FINANCIEELE BERICHTEN.,FINANCIAR,4
1922,Financieel en Economisch Nieuws,FINANCIAR,4
1929,GEMENGD NIEUWS,GREVA,4
1916,Telegrammen.,TEHNOLOGIE,5
1916,DE OORLOG.,ACCIDENT,5
1932,"Winschoen, 3 Maart.",FINANCIAR,1
1927,Buitenlandsch Nieuws.,GREVA,3
1890,BUTENLANDSCH NIEUWS.,TEHNOLOGIE,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1932,GEMENGD NIEUWS,GREVA,4
1929,VAN HIER EN DAAR.,TEHNOLOGIE,5
1929,BUITENLAND.,FINANCIAR,3
1918,Van het Oostelijk front,TEHNOLOGIE,3
1890,BUITENLAND.,FINANCIAR,3
1913,Gemengd Nieuws.,FINANCIAR,4
1926,FINANCIEEL NIEUWS DE KONINKLIJKE IN 1925,FINANCIAR,4
1922,Oeconomsiche en Financieele Mededeelingen.,FINANCIAR,4
1916,Financieele berichten.,FINANCIAR,4
1932,Binnenland,FINANCIAR,3
1925,Kon. Ned. Petroleum Mpij.,TEHNOLOGIE,2
1933,Het kabinet-Hitier.,FINANCIAR,5
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1910,Financiëele en Oeconomische mededeelingen. Ned.-Surinaamsche Goud Mij.,FINANCIAR,4
1926,FINANCIËN EN ECONOMIE BINNENLAND.,FINANCIAR,4
1926,UIT TIJDSCHRIFTEN. Studieverzekeringen en Inkomstenbelasting.,FINANCIAR,4
1926,FINANCIEN EN ECONOMIE BINNENLAND.,FINANCIAR,4
1926,FINANCIEN EN ECONOMIE BINNENLAND.,FINANCIAR,4
1929,BUITENLAND. HET RAPPORT OVER HET VIJFDE ANNUITEITSJAAR,FINANCIAR,3
1926,FINANCIËN EN ECONOMIE VALORISATIEREFERENDUM.,FINANCIAR,5
1927,FINANCIËN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1925,FINANCIËN EN ECONOMIE DE HAVEN VAN GENT,FINANCIAR,4
1930,EERSTE BLAD Dit nummer bestaat uit 10 bladzijden BUITENLAND DE WERKDAG VAN DEN MIJNWERKER.,GREVA,1
1932,BUITENLAND Buitenlandsch Overzicht,TEHNOLOGIE,3
1915,Middaguitgave. (4 BLADZIJDEN.) De Oorlog. De toestand.,FINANCIAR,4
1931,LAATSTE BERICHTEN. DE VOLKENBONDSVERGADERING,FINANCIAR,5
1929,LAATSTE BERICHTEN. DE VERKIEZINGEN IN BELGIE.,FINANCIAR,5
1929,FINANCIEELE RUBRIEK BINNENLAND.,FINANCIAR,4
1929,FINANCIEELE RUBRIEK ALCOHOL UIT SUIKERBIETEN,FINANCIAR,4
1927,LAATSTE BERICHTEN UITOEFENING DER GENEESKUNST,TEHNOLOGIE,5
1925,FINANCIËN EN ECONOMIE DE KONINKLIJKE IN 1924,FINANCIAR,5
1926,FINANCIËN EN ECONOMIE BINNENLAND.,FINANCIAR,4
1925,"LAATSTE BERICHTEN DE BESPREKINGEN TE LONDEN OVER DE ONTRUIMING, ENZ.",ACCIDENT,3
1931,BUITENLAND. HET YOUNG-PLAN.,FINANCIAR,3
1927,FINANCIËN EN ECONOMIE. DE ENGELSCHE HANDEL IN JULI,FINANCIAR,4
1930,Laatste Berichten EERSTE- EN TWEEDE KAMER. — DE MOORD TE BENNEKOM. — HET VONNIS INZAKE DEN MOORD AAN HET BEZUIDENHOUT TE 's-GRAVENHAGE. — Aneta: DOODELIJK MOTORONGEVAL.,ACCIDENT,1
1929,Eigen Draadlooze Dienst DE ENGELSCHE KATOENNIJVERHEID — DE A.S. HAAGSCHE CONFERENTIE — HET KABINET BRIAND — VLOOTONDERHANDELINGEN. AUTOBUS IN EEN RAVIJN GESTORT — EEN ERNSTIG BEDRIJFSONGEVAL — DE REIS VAN DE GRAF ZEPPELIN.,FINANCIAR,1
1922,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1911,Financiëele en Oeconomische mededeelingen. LOTEN BRUSSEL VAN 1905.,FINANCIAR,4
1910,Financiëele en Oeconomische mededeelingen Spoor- en tramwegontvangsten.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN.,FINANCIAR,4
1910,"Financiëele en Oeconomische mededeelingen „Orion"".",FINANCIAR,4
1910,Financiëele en Oeconomische mededeelingen Spoor- en tramwegontvangsten.,FINANCIAR,4
1910,Financiëele en Oeconomische mededeelingen Faillissementen.,ACCIDENT,1
1922,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TKAMWEGONTVANGSTEN.,FINANCIAR,4
1915,FINANCIEELE MEDEDEELINGEN. SPAAR- EN VOORSCHOTBANK DER EERSTE NED. VERZ.-MIJ. OP HET LEVEN EN TEGEN INVALIDITEIT.,FINANCIAR,4
1923,FINANCIEN EN ECONOMIE. HANDEL-MIJ. v|h. KERKHOFF & CO. TE AMSTERDAM.,FINANCIAR,4
1915,VEREENIGING VOOR DEN EFFECTENHANDEL TE AMSTERDAM.,FINANCIAR,5
1922,FINANCIEN EN ECONOMIE. LONDEN AAN DE ZEE.,FINANCIAR,5
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN FAILLISSEMENTEN.,FINANCIAR,1
1916,TWEEDE BLAD. De oorlog in Europa. Een Zwitsersche vredes-nota.,TEHNOLOGIE,5
1998,Het nieuwe peloton,TEHNOLOGIE,5
2003,Atletiek,TEHNOLOGIE,5
2003,UITSLAGEN,TEHNOLOGIE,3
2004,Uitslagen,FINANCIAR,3
1964,SCHEEPVAARTBERICHTEN,FINANCIAR,4
1932,NEDERLAND Zandvoort bereidt zich voor PLANNEN VOOR DEN ZOMER,FINANCIAR,4
1906,BEURS EN NIJVERHEID. Londensche Beurs.,FINANCIAR,5
1930,Dit Nr. bestaat uit 16 bladz. 1e BLAD BUITENLAND Algemeen Overzicht,FINANCIAR,3
1932,INGEZONDEN MEDEDEELING. Bij Ruwe Handen Purol BINNENLAND.,GREVA,5
1930,Buitenland. HET LONDENSCHE VLOOTVERDRAG.,FINANCIAR,3
1937,De Spaansche opstand. DE STRIJD OM BILBAO. De werkzaamheden der commissie van nietinmenging.,GREVA,4
1931,Buitenland. DUITSCHLAND'S BETALINGSUITSTEL.,FINANCIAR,1
1917,Dit nummer bestaat uit twee bladen. 1e BLAD Buitenland. ALGEMEEN OVERZICHT.,FINANCIAR,3
1912,Vervolg Binnenland,FINANCIAR,5
1929,Buitenland. OM DEN TROON VAN AFGHANISTAN. De positie van Amanoellah versterkt?,FINANCIAR,3
1931,de wonderbare wereld,TEHNOLOGIE,5
1915,"Buitenland. BELGIE. Nederlanders, die in België reizen.",FINANCIAR,3
1932,Gemengd Nieuws. Het referendum van den Vredesbond.,FINANCIAR,4
1937,Laatste Nieuws. DE INVOER VAN DEENSCH VLEESCH. Actie van den Nederlandschen Grossiers- en Slagersbond.,GREVA,1
1915,BINNENLAND. Officieele berichten.,FINANCIAR,5
1929,VAN HET WERELDTOONEEL. DE HAAGSCHE CONFERENTIE GEOPEND. MINISTER BEELAERTS VAN BLOKLAND SPREEKT HET OPENINGSWOORD. GEEN VASTE VOORZITTER BENOEMD.,GREVA,1
1923,FINANCIEEL NIEUWS,FINANCIAR,4
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1911,Konijklijke Petroleum Maatschappij.,FINANCIAR,5
1890,De Engelsche Mail.,FINANCIAR,5
1920,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1929,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1927,Oeconomische en financieele Mededeelingen.,FINANCIAR,4
1925,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1928,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1922,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1926,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1925,Gemengde berichten.,FINANCIAR,4
1932,NEDERLAND,FINANCIAR,5
1916,BUITENLANDSCH NIEUWS.,TEHNOLOGIE,3
1932,"Inbraak in kasteel „Nijenrode""",ACCIDENT,5
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1920,Cultures en Handel.,FINANCIAR,5
1931,KONINKLIJKE PETROLEUM MIJ,TEHNOLOGIE,5
1917,De toestand in Nederland.,FINANCIAR,5
1906,SOERAKARTA DEN 21 DECEMBER 1905,TEHNOLOGIE,1
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1926,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1929,BEURSBRIEF UIT NEW-YORK. door H. PARKER WILLIS. Hoofdredacteur van het Journal of Commerce.,FINANCIAR,4
1928,FINANCIËN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1923,FINANCIEN EN ECONOMIE DE A.S. ECONOMISCHE CONFERENTIE,FINANCIAR,4
1921,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1917,De Europeesche Oorlog. De Duitsche Rijksdag. De pers over de kanseliersrede. — Het offensief der centralen in Galioië. - Amerika en de geallieerdenconferentie. — De toestand in Spanje.,ACCIDENT,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1931,BUITENLANDSCH NIEUWS,TEHNOLOGIE,3
1929,Oeconomische en Financiëele Mededeelingen.,FINANCIAR,4
1924,Oeconomische en Financieele  Mededeelingen.,FINANCIAR,4
1916,DE OORLOG.,ACCIDENT,5
1917,DE OORLOG.,ACCIDENT,5
1916,DE GROOTE OORLOG,TEHNOLOGIE,5
1913,LAATSTE BERICHTEN.,FINANCIAR,5
1911,Oeconomische en Finacieele Mededeelingen.,FINANCIAR,4
1927,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1913,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1927,Buitenlandsch Nieuws.,GREVA,3
1924,SPORT EN WEDSTRIJDEN.,TEHNOLOGIE,5
